X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
136,24
152,24
168,24
184,24
200,24
216,24
232,24
248,24
264,24
280,24
296,24
312,24
328,24
344,24
360,24
376,24
392,24
408,24
424,24
408,40
408,56
408,72
408,88
408,104
392,104
376,104
360,104
344,104
328,104
312,104
296,104
280,104
264,104
248,104
232,104
216,104
200,104
184,104
168,104
152,104
136,104
120,104
104,104
104,120
104,168
120,168
136,168
152,168
168,168
184,168
200,168
216,168
232,168
232,152
248,168
264,168
280,168
296,168
312,168
328,168
344,168
344,152
360,168
376,168
392,168
408,168
408,152
424,152
440,152
488,152
488,104
504,104
504,56
504,40
504,24
488,24
472,24
584,72
584,56
584,40
584,24
600,24
616,24
632,24
648,24
664,24
664,40
664,56
664,72
680,72
696,72
712,72
712,88
712,104
728,104
744,104
760,104
760,120
760,136
760,152
760,168
760,184
744,184
728,184
712,184
696,184
680,184
664,184
648,184
632,184
632,168
616,168
600,168
584,168
584,152
584,136
584,120
776,104
792,104
808,104
808,88
808,72
808,56
808,40
808,24
824,24
936,168
936,184
872,168
872,184
856,184
840,184
824,184
808,184
936,200
936,216
952,216
968,216
968,232
984,232
1000,232
1000,248
1000,264
1000,280
1000,296
1000,312
1000,328
984,328
968,328
952,328
936,328
920,328
904,328
888,328
872,328
872,312
872,280
872,264
888,264
872,232
1000,344
1000,360
1000,376
1000,392
1000,408
1000,424
1000,440
984,440
968,440
952,440
936,440
920,440
904,440
904,424
904,408
888,408
872,408
856,408
840,408
824,408
808,408
792,408
776,408
776,392
760,392
760,376
760,360
760,344
760,328
760,312
760,296
760,280
760,264
760,248
760,232
1000,456
1000,472
1000,488
1000,504
1000,520
1000,536
1000,552
1000,568
1000,584
1000,600
1000,616
1000,632
1000,648
904,616
888,616
872,616
856,616
840,616
824,616
824,600
824,584
824,568
824,552
840,552
840,536
840,520
840,504
840,488
856,488
840,472
840,456
808,616
792,616
776,616
760,616
712,744
696,744
680,744
664,744
648,744
488,744
472,744
456,744
440,744
424,744
408,744
392,744
376,744
360,744
344,744
328,744
312,744
296,744
280,744
264,744
248,744
232,744
216,744
200,744
184,744
168,744
152,744
24,664
40,664
40,648
40,632
40,616
40,600
40,568
40,552
40,536
40,520
40,504
40,488
40,472
56,472
72,472
88,472
88,456
88,440
88,424
88,392
88,376
88,360
72,360
104,360
88,344
88,328
88,312
88,296
88,280
88,264
104,264
120,264
136,264
152,264
168,264
184,264
200,264
216,264
232,264
216,248
216,232
216,216
216,200
232,280
248,264
264,264
280,264
296,264
312,264
328,264
344,264
344,248
344,232
344,216
232,296
232,312
232,328
232,344
232,360
232,376
232,392
232,408
232,424
216,424
232,440
232,456
232,472
232,488
200,424
184,424
168,424
232,504
232,520
120,664
152,664
168,664
184,664
200,664
216,664
232,664
248,664
264,664
280,664
296,664
312,664
312,648
312,632
312,616
312,600
312,584
312,568
312,552
312,536
312,520
296,520
296,504
296,488
296,472
296,456
296,440
296,424
312,424
328,424
344,424
360,424
376,424
392,424
408,424
408,440
408,472
408,488
408,504
408,520
408,536
408,552
408,568
408,584
424,584
424,600
424,616
424,632
424,648
424,664
440,664
456,664
472,664
488,664
504,664
520,664
536,664
552,664
328,584
344,584
360,584
376,584
392,584
552,648
552,632
552,616
552,600
552,584
552,568
552,552
552,536
552,520
568,520
584,520
600,520
616,520
632,520
648,520
648,536
648,552
648,568
648,584
648,600
648,616
648,632
648,648
648,664
632,664
616,664
600,664
552,504
552,488
552,472
552,456
536,456
536,440
536,424
536,408
536,392
536,376
536,360
536,344
472,328
472,344
472,360
472,376
472,392
472,408
472,424
472,440
472,456
472,472
472,488
472,504
472,520
488,520
504,520
520,520
520,376
504,376
536,328
456,360
440,360
424,360
408,360
392,360
376,360
360,360
344,360
344,344
344,328
344,312
264,472
408,392
408,408
488,696
312,680
312,696
552,376
568,376
584,376
600,376
616,376
632,376
648,376
648,360
648,344
648,328
648,312
648,296
648,280
648,264
648,248
648,232
648,392
648,408
648,424
648,440
648,456
664,456
680,456
696,456
712,456
728,456
728,472
728,488
744,488
760,488
776,488
792,488
808,488
664,280
680,280
696,280
712,280
728,280
408,264
408,280
408,296
408,312
1000,680
1000,696
1000,712
1000,728
984,728
984,744
968,744
952,744
936,744
920,744
904,744
968,504
952,504
936,504
936,520
936,536
920,536
920,552
904,552
888,552
472,312
472,296
472,280
472,264
456,264
488,264
488,248
504,248
504,232
520,232
536,232
552,232
568,232
568,248
568,264
584,264
584,280
600,280
24,200
24,216
24,232
24,248
24,264
24,280
24,296
24,312
24,360
88,152
56,152
24,120
24,104
136,216
72,264
232,648
104,536
88,536
72,536
168,456
168,472
152,472
136,472
120,472
536,600
520,600
504,600
488,600
488,616
888,168
904,168
856,24
872,24
872,40
872,56
872,72
872,88
872,104
872,120
936,104
936,120
936,88
936,72
936,56
936,40
936,24
920,24
904,24
952,24
968,24
984,24
1000,24
1000,40
1000,56
1000,72
1000,88
1000,104
984,104
1000,120
1000,136
1000,152
856,280
936,344
632,744
616,744
616,728
600,728
600,712
520,104
536,104
552,104
568,40
552,40
904,104
824,648
824,664
824,680
840,680
856,680
872,680
888,680
904,680
904,664
968,664
952,664
936,664
744,744
744,728
888,744
872,744
856,744
856,728
792,680
744,680
760,600
760,584
744,584
728,584
712,584
696,584
680,584
664,664
680,664
680,680
696,680
56,664
56,680
56,696
56,712
56,728
104,552
120,552
120,568
136,568
136,584
152,584
168,584
232,552
232,568
232,584
216,584
200,584
232,616
232,600
168,616
56,744
40,744
24,744
152,728
152,712
24,536
24,136
24,152
