X,Y
40,24
56,24
72,24
24,24
88,24
120,24
136,24
152,24
184,24
200,24
232,24
248,24
280,24
312,24
344,24
360,24
392,24
424,24
440,24
472,24
504,24
536,24
568,24
584,24
616,24
632,24
648,24
664,24
1000,56
952,56
904,56
856,56
1000,72
1000,88
1000,104
1000,120
984,120
968,120
952,120
936,120
920,120
904,120
904,104
952,136
952,152
888,120
872,120
856,120
840,120
840,56
824,56
808,56
824,120
808,120
808,104
792,56
792,40
776,40
760,40
744,40
744,24
728,24
696,24
792,120
776,120
760,120
744,120
744,136
744,152
744,168
744,184
744,200
744,216
728,184
712,184
696,184
680,184
664,184
664,168
664,152
664,136
664,120
680,120
712,120
744,232
744,280
760,280
776,280
776,296
776,312
792,312
808,312
824,312
824,328
824,344
824,360
824,376
824,392
824,408
824,424
824,440
808,440
792,440
776,440
776,456
776,472
760,472
744,472
840,376
856,376
872,376
888,376
904,376
920,376
936,376
952,376
968,376
984,376
1000,376
888,136
888,168
888,184
888,200
888,216
904,216
920,216
936,216
952,216
968,216
984,216
1000,216
1000,232
1000,248
1000,280
1000,344
1000,328
1000,296
1000,312
1000,392
1000,408
1000,424
1000,440
1000,456
1000,472
1000,488
1000,504
1000,520
1000,536
1000,552
1000,568
1000,584
984,584
968,584
952,584
936,584
936,600
936,616
936,632
936,648
952,648
984,648
1000,648
1000,664
1000,696
1000,712
1000,728
1000,744
984,744
952,744
936,744
920,744
904,744
888,744
872,744
936,728
936,712
920,648
904,648
888,648
888,664
872,664
872,680
856,680
856,744
840,744
856,696
856,712
824,744
808,744
776,744
744,744
728,744
712,744
696,744
680,744
664,744
648,744
632,744
616,744
584,744
568,744
552,744
520,744
488,744
472,744
456,744
440,744
408,744
376,744
360,744
344,744
328,744
296,744
200,744
184,744
280,744
248,744
232,744
216,744
168,744
152,744
136,744
120,744
104,744
72,744
56,744
40,744
24,744
24,712
24,648
24,664
24,632
24,616
24,600
24,584
24,568
24,536
24,520
24,504
24,424
24,440
24,456
24,472
24,408
24,392
24,376
24,344
24,328
24,296
24,280
24,88
40,88
56,88
72,88
88,88
120,88
136,88
168,88
184,88
200,88
232,88
248,88
232,104
232,136
232,152
232,168
216,168
200,168
184,168
168,168
152,168
136,168
136,136
136,120
120,152
104,152
72,152
88,152
72,168
72,184
56,184
56,200
40,200
40,216
24,216
24,232
24,248
136,184
136,216
136,232
152,232
152,248
168,248
168,264
184,264
184,280
184,296
184,312
40,312
56,312
72,312
88,312
88,296
104,312
104,328
104,344
104,360
104,376
120,376
120,392
40,376
56,376
72,376
88,376
136,376
152,376
168,376
184,376
184,328
184,344
40,488
56,488
72,488
104,488
120,488
120,504
120,520
120,536
120,552
120,568
120,584
120,600
120,616
136,616
152,616
152,632
152,648
152,664
152,680
152,696
152,712
840,680
824,680
808,680
792,680
776,680
760,680
744,680
728,680
712,680
712,696
712,712
776,696
776,728
728,472
712,472
712,488
712,504
712,520
712,536
712,552
712,568
712,584
712,600
712,616
712,632
712,648
696,504
680,504
664,504
648,504
648,520
648,536
648,552
648,568
648,584
648,616
648,632
648,648
648,664
648,680
648,696
648,712
632,504
616,504
600,504
584,504
568,504
568,488
552,488
568,472
568,456
200,376
216,376
232,376
248,376
264,376
280,376
296,376
312,376
328,376
344,376
360,376
392,376
408,376
440,376
456,376
472,376
488,376
504,376
536,376
552,376
568,376
584,376
568,392
568,408
568,424
600,376
616,376
632,376
632,392
648,392
664,392
680,392
632,360
632,344
632,328
648,328
664,328
680,328
632,312
632,296
632,280
632,264
648,264
664,264
680,264
616,296
600,296
584,296
568,296
552,296
536,296
520,296
504,296
488,296
504,312
504,328
504,344
472,296
456,296
440,296
424,296
408,296
392,296
376,296
376,312
376,328
360,296
344,296
328,296
312,296
296,296
280,296
264,296
248,296
232,296
536,488
520,488
504,488
504,504
488,504
472,504
456,504
440,504
424,504
408,504
376,504
360,504
344,504
328,504
328,488
312,488
328,472
328,456
328,440
328,424
328,408
344,440
424,488
424,392
504,392
504,520
504,536
504,552
504,568
520,568
536,568
552,568
568,568
568,584
568,600
568,616
568,632
568,648
568,664
568,680
568,696
552,664
536,664
520,664
504,664
504,680
504,696
504,712
216,712
216,696
216,680
216,664
232,664
248,664
264,664
280,664
296,664
296,680
312,680
328,680
328,696
248,152
264,152
280,152
296,152
312,152
312,136
312,120
328,120
344,120
344,104
360,104
376,104
392,104
408,104
424,104
440,104
456,104
472,104
488,104
504,104
520,104
536,104
552,104
568,104
584,104
584,120
600,120
616,120
632,120
584,88
584,72
584,56
664,104
664,88
664,72
664,56
584,136
584,152
584,168
568,168
552,168
536,168
520,168
504,168
488,168
472,168
456,168
440,168
424,168
424,184
408,184
392,184
376,184
376,200
376,216
360,216
344,216
328,216
312,216
296,216
296,232
296,248
296,264
488,184
488,200
488,216
488,232
504,232
520,232
536,232
552,232
568,232
568,216
568,200
472,232
232,392
232,408
232,424
232,440
248,440
248,456
248,472
248,488
264,488
376,520
376,552
376,536
376,568
392,568
408,568
424,568
440,568
456,568
472,568
