X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
136,24
152,24
168,24
184,24
200,24
216,24
232,24
248,24
264,24
280,24
296,24
312,24
328,24
344,24
360,24
376,24
392,24
408,24
424,24
440,24
456,24
472,24
488,24
520,24
536,24
552,24
568,24
584,24
600,24
616,24
632,24
648,24
664,24
680,24
696,24
712,24
728,24
744,24
760,24
776,24
792,24
808,24
824,24
840,24
856,24
872,24
888,24
904,24
920,24
936,24
952,24
968,24
984,24
1000,24
440,40
440,56
440,72
440,88
456,88
472,88
488,88
504,88
520,88
536,88
552,88
568,88
584,88
600,88
616,88
632,88
648,88
664,88
680,88
696,88
712,88
728,88
744,88
760,88
776,88
792,88
808,88
824,88
840,88
856,88
872,88
888,88
888,104
904,104
920,104
936,104
952,104
968,104
984,104
1000,104
568,72
568,56
712,72
712,56
872,72
872,56
1000,72
1000,56
440,104
424,104
408,104
392,104
376,104
360,104
344,104
328,104
312,104
296,104
280,104
264,104
248,104
232,104
216,104
200,104
184,104
168,104
152,104
136,104
120,104
104,104
88,104
88,120
72,120
72,136
56,136
40,136
24,136
24,152
24,168
24,184
24,200
24,216
24,232
40,232
56,232
72,232
72,248
72,264
72,280
72,312
72,328
72,344
72,360
72,376
72,392
72,408
72,424
56,424
40,424
24,424
24,440
24,456
24,472
24,488
24,504
24,520
24,536
24,552
24,568
24,584
40,584
56,584
72,584
72,600
88,600
88,616
88,632
88,648
88,664
72,664
56,664
56,680
40,680
24,680
24,696
24,712
24,728
24,744
40,744
56,744
72,744
88,744
104,744
120,744
136,744
152,744
168,744
168,712
168,696
168,680
152,680
152,664
152,648
136,664
120,664
152,632
152,616
152,600
152,584
152,568
152,520
152,504
152,488
152,472
152,456
152,440
152,424
136,424
136,408
136,392
136,376
136,360
136,344
136,328
136,312
136,296
136,280
136,264
136,248
136,232
152,232
152,216
152,200
168,200
168,184
168,168
168,152
200,280
152,328
200,328
200,296
216,280
232,280
248,280
264,280
280,280
296,280
296,264
312,264
312,248
312,232
312,216
312,200
312,184
312,168
312,152
232,136
232,152
232,168
232,184
232,200
248,200
264,200
280,200
168,520
184,520
200,520
216,520
232,520
248,520
264,520
280,520
296,520
296,536
296,552
296,568
296,584
312,584
328,584
328,600
328,616
328,632
328,648
328,664
328,680
328,696
328,712
328,728
328,744
312,744
296,744
280,744
264,744
248,744
232,744
216,744
200,744
344,728
360,728
376,728
392,728
408,728
408,712
408,696
408,680
408,664
408,648
424,648
440,648
456,648
472,648
488,648
504,648
520,648
536,648
552,648
568,648
584,648
600,648
600,664
616,664
616,680
616,696
632,696
648,696
648,712
648,728
664,728
664,744
680,744
696,744
712,744
728,744
744,744
760,744
776,744
776,728
792,728
792,712
792,680
792,664
792,648
792,632
792,616
792,600
808,616
824,616
872,616
888,616
872,632
872,648
872,664
872,680
872,696
872,712
872,728
872,744
888,744
904,744
920,744
936,744
952,744
968,744
984,744
1000,744
968,728
952,616
920,616
872,600
872,584
872,568
872,552
856,552
856,536
968,616
968,632
968,648
968,664
968,680
856,520
856,504
856,488
872,488
872,472
888,472
904,472
920,472
936,472
952,472
968,472
984,472
1000,472
1000,456
1000,440
1000,424
1000,408
984,408
984,392
984,376
984,360
968,360
968,344
952,344
936,344
920,344
904,344
888,344
872,344
856,344
856,328
840,328
840,312
840,296
840,280
840,264
840,248
856,248
872,248
888,248
904,248
456,632
456,616
456,584
456,568
456,552
456,536
456,520
456,504
456,488
456,472
456,456
456,440
456,424
472,424
488,424
488,408
504,424
488,376
488,360
504,360
520,360
536,360
536,344
552,184
552,152
552,136
648,200
664,200
680,200
696,200
712,200
712,184
712,168
712,152
712,136
792,104
792,120
792,136
792,152
792,168
776,168
760,168
744,168
712,216
712,232
712,248
712,264
728,264
744,264
760,264
776,264
792,264
808,264
296,504
296,488
296,472
296,456
296,440
296,424
280,456
168,440
184,440
200,440
216,440
216,456
232,456
296,296
296,312
296,360
296,376
296,392
136,488
56,328
520,424
536,424
552,424
552,440
552,456
552,472
568,472
584,472
584,488
584,504
584,520
584,536
584,552
584,568
600,568
584,584
584,600
584,616
616,568
632,568
648,568
664,568
680,568
696,568
712,568
712,552
712,536
728,536
744,536
760,536
776,536
792,536
792,552
792,504
792,488
792,472
792,456
792,440
776,440
792,424
792,408
760,440
744,440
728,440
712,440
712,424
712,408
712,392
712,376
712,360
712,344
712,328
712,312
792,392
808,392
856,392
680,360
664,360
648,360
632,360
616,360
600,360
584,360
568,360
680,280
648,280
632,280
632,296
632,312
1000,136
1000,152
1000,168
1000,184
1000,200
984,200
984,216
984,232
984,248
968,248
952,248
936,248
920,120
920,136
920,152
808,168
824,168
840,168
840,184
840,200
168,616
184,616
200,616
312,504
328,504
344,504
360,504
376,504
376,488
376,472
376,456
376,440
376,424
392,424
408,424
424,424
312,344
328,344
392,360
408,360
424,360
440,360
456,360
472,360
392,328
392,344
376,344
360,344
392,312
392,296
392,280
392,264
392,248
376,248
376,232
376,216
376,200
360,200
408,248
424,248
440,248
456,248
472,248
456,232
456,216
456,200
456,184
456,168
488,248
504,248
520,248
536,248
552,248
552,232
632,200
616,200
600,200
584,200
472,184
488,184
504,184
520,184
536,280
536,296
536,312
472,328
472,312
472,296
488,536
504,536
520,536
536,536
552,536
568,536
