X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
136,24
152,24
168,24
184,24
200,24
216,24
232,24
248,24
264,24
280,24
296,24
312,24
328,24
344,24
360,24
376,24
392,24
408,24
424,24
440,24
456,24
472,24
488,24
504,24
520,24
536,24
552,24
568,24
584,24
600,24
616,24
632,24
1000,216
1000,232
1000,248
1000,264
1000,280
1000,296
1000,312
984,312
968,312
952,312
936,312
936,328
936,344
936,360
936,376
952,376
968,376
984,376
1000,376
1000,360
1000,392
1000,408
1000,424
1000,440
1000,456
984,456
968,456
952,456
936,456
920,456
904,456
888,456
888,472
888,488
888,504
888,520
888,536
888,552
904,552
920,552
936,552
952,552
968,552
984,552
1000,552
1000,568
1000,584
1000,600
1000,616
1000,632
1000,648
1000,664
1000,680
1000,696
1000,712
1000,728
1000,744
984,744
904,680
904,664
904,648
904,632
888,632
872,632
856,632
840,632
824,632
824,616
824,600
824,584
824,568
824,552
840,552
952,680
968,680
984,680
808,632
792,632
776,632
760,632
744,632
744,648
744,664
744,680
744,696
744,712
744,728
744,744
728,728
712,728
696,728
680,728
664,728
648,728
648,744
632,728
616,728
600,728
584,728
568,728
552,728
536,728
536,744
520,728
504,728
488,728
472,728
456,728
440,728
424,728
408,728
408,712
408,696
392,696
376,696
360,696
344,696
328,696
312,696
296,696
296,680
296,664
280,664
280,648
264,648
248,648
232,648
216,648
200,648
184,648
168,648
168,664
168,680
168,696
168,712
168,728
168,744
152,744
136,744
120,744
104,744
24,568
24,552
24,536
24,520
40,520
56,520
72,520
88,520
104,520
120,520
136,520
152,520
168,520
168,536
168,552
168,568
168,584
168,600
40,504
40,488
40,472
40,456
56,456
72,456
72,440
88,440
88,424
104,424
104,408
120,408
120,392
120,376
120,360
120,344
104,344
88,344
72,344
56,344
40,344
24,344
24,328
24,312
24,296
24,280
24,264
24,248
24,232
24,216
24,200
24,184
24,168
24,152
24,136
24,120
24,104
24,88
40,88
56,88
72,88
88,88
104,88
104,104
104,120
120,120
136,120
152,120
152,136
168,136
184,136
200,136
216,136
232,136
248,136
248,120
248,104
264,104
280,104
296,104
312,104
328,104
344,104
360,104
376,104
392,104
392,120
392,136
392,152
392,168
392,184
408,184
424,184
440,184
456,184
456,168
456,152
456,136
456,120
456,104
472,104
488,104
504,104
520,104
536,104
552,104
568,104
584,104
600,104
616,104
632,104
504,88
504,72
504,56
392,88
392,72
40,216
56,216
72,216
184,248
184,264
184,280
184,296
184,312
184,328
184,344
168,344
200,344
216,344
232,344
248,344
248,360
248,376
248,392
248,408
248,424
248,440
248,456
248,472
248,488
248,504
248,520
248,536
264,536
280,536
296,536
312,536
328,536
344,536
360,536
376,536
376,552
376,568
376,584
376,600
376,616
376,632
376,648
376,664
392,536
408,536
424,536
440,536
456,536
472,536
488,536
488,552
488,568
488,584
504,584
520,584
536,584
552,584
568,584
584,584
600,584
648,648
648,664
648,680
648,696
536,696
536,680
536,664
520,664
520,648
504,648
488,648
488,632
424,200
424,216
424,232
424,248
424,264
424,280
440,280
456,280
472,280
488,280
504,280
520,280
536,280
536,296
552,296
568,296
584,296
600,296
616,296
632,296
648,296
648,280
664,280
680,280
696,280
712,280
728,280
744,280
760,280
760,264
760,248
760,232
760,216
760,200
760,184
760,168
600,328
600,344
600,360
600,376
584,376
568,376
552,376
552,392
552,408
536,408
536,424
536,440
536,456
536,472
552,472
552,488
568,488
568,504
568,520
568,536
568,552
520,440
504,440
488,440
472,440
456,440
440,440
424,440
424,456
408,456
408,472
392,472
376,472
376,488
408,248
392,248
376,248
360,248
344,248
328,248
328,232
328,216
328,200
312,200
296,200
280,200
264,200
248,200
248,216
248,232
248,248
248,264
248,280
264,280
216,280
264,360
280,360
296,360
312,360
328,360
344,360
344,344
344,328
344,312
344,296
536,136
536,152
536,168
536,184
552,184
568,184
584,184
584,200
584,216
600,184
616,184
632,184
648,184
664,184
664,168
664,152
776,216
792,216
808,216
824,216
840,216
856,216
872,216
888,216
904,216
920,216
936,216
952,216
968,216
984,216
920,104
936,104
952,104
952,88
968,88
984,88
1000,88
984,200
920,200
920,184
920,168
920,152
24,584
40,584
40,600
40,616
40,632
40,648
40,664
24,664
24,680
24,696
24,712
24,728
24,744
40,744
56,744
104,552
104,568
104,584
104,600
104,616
104,632
104,648
104,664
104,680
120,680
584,488
600,488
616,488
632,488
648,488
664,488
680,488
680,472
680,456
680,440
680,424
680,408
696,408
712,408
712,392
712,376
728,376
744,376
760,376
776,376
792,376
808,376
824,376
840,376
856,376
872,376
888,376
904,376
824,248
824,264
824,280
840,280
840,296
840,312
856,312
872,312
888,312
712,472
728,472
744,472
760,472
776,472
776,456
792,456
808,456
824,456
840,456
744,504
744,520
744,536
744,552
728,552
728,568
712,568
696,568
680,568
680,584
664,584
648,584
648,616
296,712
296,728
296,744
280,744
264,744
248,744
232,744
216,744
200,744
888,24
904,24
920,24
936,24
952,24
952,40
968,24
984,24
1000,24
872,24
856,24
648,24
664,24
680,24
696,24
712,24
728,24
744,24
744,40
744,56
968,744
952,744
936,744
920,744
904,744
904,728
904,712
776,728
792,728
808,728
824,728
824,712
824,696
824,680
184,168
184,184
184,200
120,312
120,296
120,280
136,280
152,280
680,88
680,104
696,104
712,104
728,104
744,104
760,104
760,120
776,120
792,120
808,120
824,120
824,104
824,88
840,88
856,88
888,88
888,104
904,104
