X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
136,24
152,24
168,24
184,24
200,24
216,24
232,24
248,24
264,24
280,24
296,24
312,24
328,24
344,24
360,24
376,24
392,24
408,24
424,24
440,24
456,24
472,24
488,24
504,24
520,24
536,24
552,24
568,24
584,24
600,24
616,24
632,24
648,24
664,24
680,24
696,24
712,24
728,24
744,24
760,24
776,24
776,40
776,56
776,72
776,88
792,88
808,88
824,88
840,88
856,88
856,72
856,56
856,40
856,24
872,24
888,24
904,24
920,24
936,24
952,24
968,24
984,24
1000,24
1000,40
1000,56
1000,72
1000,88
1000,104
1000,120
1000,136
1000,152
1000,168
984,168
968,168
952,168
936,168
936,152
936,136
936,120
936,104
936,88
936,72
936,56
920,152
904,152
888,152
872,152
856,152
856,136
856,120
840,152
824,152
808,152
792,152
776,152
776,136
776,120
776,168
776,184
776,200
776,216
776,232
776,248
776,264
776,280
776,296
792,296
808,296
808,312
808,328
824,328
840,328
856,328
872,328
888,328
904,328
920,328
920,312
920,296
920,280
920,264
904,264
904,248
888,248
872,248
856,248
856,232
856,216
856,200
936,264
952,264
968,264
984,264
1000,264
1000,248
1000,232
1000,216
936,328
952,328
952,344
952,360
952,376
968,376
952,392
952,408
952,424
952,440
968,440
984,440
952,456
952,472
952,488
952,504
968,504
984,504
1000,504
952,520
952,536
952,552
952,568
952,584
968,584
984,584
1000,584
1000,600
1000,616
1000,632
1000,648
1000,664
1000,680
1000,696
1000,712
1000,728
1000,744
984,744
968,744
952,744
936,744
920,744
904,744
888,744
872,744
856,744
840,744
824,744
808,744
792,744
776,744
760,744
744,744
728,744
712,744
696,744
680,744
664,744
648,744
632,744
616,744
600,744
584,744
568,744
552,744
536,744
520,744
504,744
488,744
472,744
456,744
440,744
424,744
408,744
392,744
376,744
376,728
376,712
376,696
376,680
392,680
408,680
424,680
424,664
424,648
440,648
456,648
456,632
456,616
472,616
488,616
504,616
520,616
536,616
536,632
536,648
552,648
568,648
568,664
568,680
584,680
600,680
616,680
616,696
616,712
616,728
696,728
696,712
696,696
696,680
696,664
696,648
696,632
696,616
696,600
680,600
664,600
648,600
632,600
632,584
632,568
632,552
616,552
600,552
584,552
568,552
552,552
536,552
520,552
504,552
488,552
472,552
472,536
456,536
440,536
424,536
408,536
392,536
392,552
392,568
392,584
376,584
360,584
360,600
344,600
328,600
312,600
296,600
280,600
280,616
280,632
280,648
280,664
280,680
280,696
280,712
280,728
280,744
264,744
248,744
232,744
216,744
200,744
184,744
184,728
184,712
184,696
184,680
184,664
184,648
184,632
184,616
184,600
200,600
216,600
232,600
248,600
936,584
920,584
904,584
888,584
872,584
856,584
840,584
824,584
808,584
792,584
776,584
760,584
760,600
744,600
760,616
760,632
760,648
776,648
776,664
792,664
792,680
808,680
824,680
840,680
856,680
856,664
872,664
872,648
888,648
888,632
904,648
920,648
936,648
952,648
760,568
760,552
760,536
760,520
760,504
776,504
792,504
808,504
824,504
840,504
856,504
872,504
888,504
904,504
808,488
808,472
808,456
808,440
808,424
824,424
824,408
824,392
824,376
840,424
856,424
872,424
888,424
904,424
888,408
888,392
888,376
760,104
744,104
728,104
712,104
696,104
696,88
696,72
680,104
664,104
648,104
632,104
616,104
600,104
584,104
568,104
552,104
536,104
520,104
504,104
504,120
488,120
472,120
456,120
440,120
424,120
424,104
408,104
392,104
376,104
360,104
360,88
344,88
328,88
312,88
296,88
280,88
264,88
248,88
232,88
232,104
216,104
200,104
184,104
168,104
168,120
152,120
136,120
120,120
104,120
88,120
72,120
56,120
40,120
24,120
24,104
24,88
24,136
24,152
24,168
24,184
24,200
40,200
56,200
72,200
88,200
104,200
104,216
104,232
104,248
104,264
104,280
88,280
72,280
56,280
40,280
24,280
24,264
24,248
24,296
24,312
24,328
24,344
24,360
24,376
24,392
24,408
24,424
24,440
24,456
40,456
56,456
56,472
56,488
56,504
56,520
40,520
24,520
56,536
56,552
56,568
56,584
56,600
40,600
24,600
24,616
24,632
24,648
24,664
24,680
24,696
24,712
24,728
24,744
40,744
56,744
72,744
88,744
104,744
104,728
104,712
104,696
104,680
104,664
104,648
104,600
168,648
152,648
136,648
200,584
200,568
200,552
200,536
200,520
184,520
168,520
152,520
136,520
120,520
104,520
88,520
200,504
200,488
200,472
200,456
184,456
168,456
152,456
152,440
136,440
136,424
136,408
136,392
120,392
104,392
104,376
88,376
88,360
88,344
88,328
120,280
136,280
152,280
168,280
168,264
168,248
184,248
184,232
200,232
216,232
216,216
216,200
232,200
248,200
264,200
280,200
280,184
296,184
312,184
328,184
344,184
360,184
376,184
392,184
408,184
424,184
440,184
440,200
456,200
472,200
488,200
504,200
520,200
536,200
520,216
552,200
568,200
584,200
600,200
616,200
616,216
632,216
648,216
664,216
680,216
696,216
696,200
696,184
712,184
728,184
744,184
760,184
696,232
696,248
696,264
712,264
712,280
712,296
728,296
744,296
520,232
520,248
520,264
520,280
536,280
552,280
568,280
584,280
584,296
584,312
600,312
616,312
616,328
616,344
616,360
632,360
648,360
664,360
680,360
680,376
696,376
712,376
728,376
744,376
728,392
728,408
728,424
728,440
744,440
760,440
776,440
744,312
744,328
280,216
280,232
280,248
296,248
312,248
328,248
344,248
360,248
360,264
376,264
392,264
408,264
424,264
440,264
456,264
472,264
488,264
392,280
392,296
392,312
392,328
408,328
408,344
424,344
440,344
440,360
440,376
440,392
456,392
472,392
472,408
472,424
472,440
472,456
472,472
472,488
504,392
520,392
552,392
552,408
552,424
552,440
568,440
568,456
568,472
584,472
584,488
584,504
600,488
616,488
632,488
648,488
664,488
680,488
680,504
696,504
712,504
216,488
232,488
248,488
264,488
280,488
296,488
312,488
312,472
312,456
328,456
344,456
360,456
376,456
392,456
408,456
424,456
440,456
312,424
296,424
296,408
296,392
296,376
296,360
296,344
280,344
264,344
248,344
232,344
216,344
216,328
168,328
936,664
936,680
936,696
936,712
264,680
200,664
280,584
232,360
376,440
376,472
648,472
648,456
