X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
136,24
152,24
168,24
184,24
200,24
216,24
232,24
248,24
264,24
280,24
296,24
312,24
328,24
344,24
360,24
376,24
392,24
408,24
424,24
440,24
456,24
472,24
488,24
504,24
520,24
536,24
552,24
568,24
568,40
568,56
472,40
472,56
472,72
472,88
472,104
456,104
440,104
424,104
408,104
392,104
376,104
360,104
344,104
328,104
328,120
312,120
296,120
280,120
264,120
248,120
232,120
216,120
216,104
200,104
184,104
168,104
152,104
136,104
120,104
104,104
88,104
72,104
56,104
40,104
24,104
24,120
24,136
24,152
24,168
24,184
40,184
56,184
72,184
88,184
104,184
120,184
136,184
152,184
168,184
184,184
200,184
216,184
232,184
232,168
184,200
184,216
184,232
184,248
168,248
152,248
136,248
120,248
104,248
88,248
72,248
56,248
40,248
24,248
24,232
24,264
24,280
24,296
24,312
24,328
24,344
24,360
24,376
40,376
56,376
56,392
56,408
56,424
56,440
56,456
56,472
56,488
56,504
56,520
56,536
56,552
56,568
56,584
56,600
40,600
24,600
24,616
24,632
24,648
24,664
24,680
24,696
24,712
24,728
24,744
40,744
56,744
72,744
88,744
104,744
120,744
136,744
152,744
168,744
168,728
184,728
184,712
200,712
216,712
232,712
248,712
264,712
280,712
280,728
280,744
296,744
312,744
328,744
344,744
360,744
360,728
360,712
360,696
360,680
360,664
360,648
360,632
360,616
344,616
328,616
312,616
296,616
280,616
264,616
248,616
232,616
232,632
216,632
200,632
184,632
168,632
152,632
136,632
136,616
136,600
120,600
104,600
104,152
392,712
408,712
424,712
440,712
456,712
472,712
488,712
488,696
504,696
520,696
536,696
552,696
568,696
584,696
600,696
616,696
616,712
632,712
648,712
664,712
680,712
696,712
712,712
712,728
712,744
728,744
744,744
760,744
776,744
792,744
808,744
824,744
824,728
824,712
840,712
856,712
872,712
888,712
904,712
904,696
904,680
904,664
904,648
920,648
936,648
952,648
968,648
984,648
984,664
984,680
984,696
984,712
984,728
984,744
1000,744
968,744
904,728
904,744
920,744
936,744
904,632
904,616
904,600
904,584
904,568
904,552
904,536
904,520
904,504
888,504
888,488
888,472
888,456
888,440
888,424
888,408
888,392
888,376
888,360
888,344
888,328
888,312
888,296
904,296
920,296
936,296
952,296
968,296
984,296
1000,296
1000,280
1000,264
1000,248
1000,232
1000,216
1000,200
984,232
968,232
952,232
936,232
920,232
904,232
888,232
888,248
888,216
888,200
888,184
888,168
904,168
920,168
936,168
888,152
888,136
888,120
888,104
904,104
920,104
936,104
952,104
968,104
984,104
1000,104
1000,120
1000,136
1000,152
1000,168
984,168
968,168
952,88
952,72
952,56
952,40
952,24
968,24
984,24
1000,24
872,104
856,104
856,88
856,72
856,56
856,40
856,24
840,24
824,24
808,24
792,24
776,24
776,40
760,40
760,56
744,56
728,56
712,56
696,56
680,56
664,56
648,56
632,56
616,56
600,56
504,520
504,536
504,552
504,568
504,584
504,600
504,616
520,616
536,616
552,616
568,616
584,616
600,616
600,600
600,584
600,568
600,552
600,536
600,520
616,616
632,616
648,616
664,616
680,616
696,616
712,616
712,600
712,584
712,568
712,552
712,536
712,520
728,520
744,520
760,520
776,520
776,504
792,504
808,504
824,504
840,504
856,504
632,552
856,296
840,296
824,296
808,296
808,312
792,312
776,312
760,312
744,312
728,312
712,312
696,312
680,312
664,312
648,312
632,312
616,312
616,328
616,344
600,344
600,360
600,376
600,392
600,408
600,424
600,440
600,456
600,472
472,520
456,520
440,520
424,520
408,520
392,520
376,520
360,520
344,520
328,520
312,520
296,520
280,520
264,520
248,520
232,520
232,504
232,488
216,488
200,488
184,488
168,488
152,488
136,488
120,488
104,488
568,664
184,440
184,424
184,408
184,392
184,376
184,360
184,344
200,344
216,344
232,344
248,344
264,344
280,344
280,328
280,312
280,296
280,280
296,280
312,280
328,280
344,280
360,280
376,280
376,296
376,312
376,328
376,344
376,360
376,376
376,392
376,408
376,424
392,424
408,424
424,424
440,424
456,424
472,424
488,424
504,424
504,440
504,456
504,472
472,136
472,152
472,168
472,184
72,392
88,392
104,392
120,392
136,392
152,392
520,184
536,184
552,184
568,184
584,184
600,184
616,184
616,200
616,216
632,216
648,216
664,216
680,216
696,216
712,216
728,216
728,232
744,232
760,232
776,232
792,232
808,232
824,232
840,232
520,216
520,232
520,248
520,264
520,280
504,280
488,280
472,280
456,280
440,280
424,280
408,280
712,488
712,472
712,456
712,440
712,424
728,424
728,408
744,408
744,392
760,392
776,392
792,392
808,392
824,392
840,392
856,392
312,248
312,232
312,216
312,200
328,200
344,200
360,200
376,200
392,200
392,184
392,152
760,88
760,104
760,120
760,136
776,136
776,152
792,152
792,168
808,168
824,168
840,168
856,168
920,392
936,392
952,392
968,392
984,392
984,408
984,424
984,440
984,456
1000,456
1000,472
1000,488
1000,504
1000,520
1000,536
1000,552
984,552
968,552
952,552
568,152
568,136
568,120
584,120
600,120
616,120
632,120
648,120
664,120
680,120
696,120
696,104
408,360
424,360
440,360
456,360
472,360
488,360
504,360
504,344
520,344
520,328
552,472
