X,Y
24.0,24.0
40.0,24.0
56.0,24.0
72.0,24.0
88.0,24.0
104.0,24.0
120.0,24.0
136.0,24.0
152.0,24.0
168.0,24.0
184.0,24.0
200.0,24.0
216.0,24.0
232.0,24.0
248.0,24.0
264.0,24.0
280.0,24.0
296.0,24.0
312.0,24.0
328.0,24.0
344.0,24.0
360.0,24.0
376.0,24.0
392.0,24.0
408.0,24.0
424.0,24.0
440.0,24.0
456.0,24.0
472.0,24.0
488.0,24.0
504.0,24.0
520.0,24.0
536.0,24.0
552.0,24.0
568.0,24.0
584.0,24.0
600.0,24.0
616.0,24.0
632.0,24.0
648.0,24.0
664.0,24.0
680.0,24.0
696.0,24.0
712.0,24.0
728.0,24.0
744.0,24.0
744.0,40.0
744.0,56.0
744.0,72.0
744.0,88.0
744.0,104.0
744.0,120.0
744.0,136.0
744.0,152.0
744.0,168.0
744.0,184.0
744.0,200.0
744.0,216.0
744.0,232.0
760.0,232.0
776.0,232.0
792.0,232.0
808.0,232.0
808.0,216.0
808.0,200.0
808.0,184.0
808.0,168.0
824.0,168.0
840.0,168.0
840.0,152.0
840.0,136.0
840.0,120.0
840.0,104.0
840.0,88.0
840.0,72.0
840.0,56.0
856.0,56.0
872.0,56.0
888.0,56.0
904.0,56.0
920.0,56.0
936.0,56.0
936.0,40.0
952.0,40.0
968.0,40.0
984.0,40.0
1000.0,40.0
1000.0,56.0
1000.0,72.0
1000.0,88.0
1000.0,104.0
1000.0,120.0
1000.0,136.0
1000.0,152.0
1000.0,168.0
1000.0,184.0
1000.0,200.0
1000.0,216.0
1000.0,232.0
1000.0,248.0
1000.0,264.0
1000.0,280.0
1000.0,296.0
1000.0,312.0
920.0,248.0
904.0,248.0
888.0,248.0
872.0,248.0
872.0,232.0
856.0,232.0
904.0,392.0
904.0,440.0
904.0,456.0
904.0,472.0
904.0,488.0
904.0,504.0
904.0,520.0
904.0,536.0
920.0,536.0
920.0,552.0
920.0,568.0
936.0,568.0
952.0,568.0
968.0,568.0
984.0,568.0
1000.0,568.0
1000.0,584.0
1000.0,600.0
1000.0,616.0
1000.0,632.0
1000.0,648.0
1000.0,664.0
984.0,664.0
968.0,664.0
952.0,664.0
952.0,680.0
952.0,696.0
952.0,712.0
952.0,728.0
952.0,744.0
936.0,744.0
920.0,744.0
904.0,744.0
888.0,744.0
872.0,744.0
872.0,728.0
872.0,712.0
872.0,696.0
824.0,696.0
792.0,696.0
776.0,696.0
760.0,696.0
744.0,696.0
744.0,712.0
744.0,728.0
744.0,744.0
728.0,744.0
712.0,744.0
696.0,744.0
680.0,744.0
664.0,744.0
648.0,744.0
632.0,744.0
616.0,744.0
600.0,744.0
584.0,744.0
568.0,744.0
552.0,744.0
536.0,744.0
520.0,744.0
504.0,744.0
488.0,744.0
472.0,744.0
456.0,744.0
456.0,728.0
456.0,712.0
440.0,712.0
424.0,712.0
408.0,712.0
392.0,712.0
376.0,712.0
360.0,712.0
344.0,712.0
328.0,712.0
312.0,712.0
296.0,712.0
280.0,712.0
280.0,728.0
280.0,744.0
264.0,744.0
248.0,744.0
