X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
136,24
152,24
168,24
184,24
200,24
216,24
232,24
248,24
264,24
280,24
296,24
312,24
328,24
344,24
360,24
376,24
392,24
408,24
424,24
440,24
456,24
472,24
488,24
504,24
520,24
536,24
552,24
568,24
584,24
600,24
616,24
632,24
648,24
664,24
680,24
696,24
712,24
712,40
728,40
744,40
760,40
776,40
792,40
808,40
808,56
824,56
840,56
856,56
872,56
888,56
888,40
888,24
904,24
920,24
936,24
952,24
968,24
984,24
872,72
872,88
872,104
872,120
888,120
904,120
920,120
936,120
952,120
952,136
968,136
968,152
984,152
984,168
1000,168
1000,184
1000,200
1000,216
1000,232
1000,248
1000,264
984,248
968,248
952,248
936,248
920,248
904,248
888,248
872,248
872,232
872,216
872,200
872,184
872,168
872,152
856,152
840,152
824,152
808,152
792,152
776,152
760,152
744,152
728,152
728,136
728,120
728,104
728,88
712,104
696,104
680,104
664,104
648,104
632,104
632,88
632,72
1000,280
1000,296
1000,312
1000,328
1000,344
1000,360
1000,376
1000,392
1000,408
1000,424
1000,440
1000,456
1000,472
1000,488
1000,504
1000,520
1000,536
1000,552
1000,568
1000,584
1000,600
984,600
968,600
968,616
968,632
968,648
952,648
936,648
936,664
936,680
936,696
936,712
920,712
904,712
904,728
904,744
888,744
872,744
856,744
840,744
824,744
808,744
792,744
776,744
760,744
760,728
760,712
760,696
760,680
760,664
760,648
760,632
760,616
760,600
760,584
760,568
760,552
760,536
760,520
760,504
760,488
776,488
776,472
792,472
808,472
824,472
840,472
856,472
872,472
888,472
904,472
920,472
936,472
952,472
968,472
792,632
808,632
824,632
840,632
856,632
856,616
856,600
856,584
856,568
856,552
856,536
872,536
888,536
904,536
920,536
936,536
952,536
968,536
824,648
824,696
776,456
776,440
776,424
776,408
776,392
776,376
776,360
776,344
776,328
760,328
776,312
776,296
776,280
776,264
776,248
776,232
776,216
776,200
744,328
728,328
712,328
696,328
792,392
808,392
824,392
840,392
856,392
856,376
872,376
888,376
888,360
888,344
904,344
920,344
936,344
952,344
968,344
984,344
920,328
920,312
920,296
696,312
696,296
696,280
696,264
696,248
696,232
696,216
680,216
664,216
648,216
648,200
648,184
632,184
632,168
632,152
616,104
600,104
584,104
568,104
552,104
536,104
520,104
504,104
488,104
472,104
456,104
440,104
424,104
424,120
408,120
392,120
376,120
360,120
344,120
328,120
312,120
296,120
280,120
280,104
264,104
248,104
232,104
216,104
200,104
184,104
168,104
152,104
136,104
120,104
104,104
88,104
72,104
56,104
40,104
40,120
40,136
40,152
40,168
40,184
40,200
56,200
72,200
88,200
104,200
120,200
120,184
120,168
136,168
136,152
152,168
168,168
184,168
40,216
40,232
40,248
40,264
56,264
72,264
88,264
104,264
104,280
104,296
104,312
104,328
88,328
72,328
56,328
40,328
40,344
40,360
40,376
40,392
56,392
56,408
56,424
56,440
56,456
56,472
72,472
72,488
72,504
72,520
72,536
72,552
72,568
56,568
40,568
40,584
24,584
40,600
40,616
40,632
40,648
56,648
56,664
56,680
56,696
56,728
40,728
24,728
56,744
72,712
88,712
104,712
120,712
120,728
136,728
152,728
152,744
168,744
184,744
200,744
216,744
232,744
248,744
264,744
280,744
296,744
312,744
328,744
344,744
360,744
376,744
392,744
408,744
424,744
440,744
456,744
472,744
488,744
504,744
520,744
536,744
552,744
568,744
584,744
600,744
616,744
632,744
648,744
664,744
680,744
696,744
712,744
728,744
232,728
232,712
232,696
232,680
232,664
232,648
232,632
232,616
232,600
232,584
248,584
248,568
248,552
248,536
264,536
264,520
264,504
280,504
280,488
280,472
280,456
296,456
312,456
328,456
344,456
360,456
376,456
392,456
408,456
424,456
440,456
456,456
472,456
488,456
504,456
520,456
520,472
536,472
536,488
552,488
552,504
552,520
568,520
568,536
584,536
568,552
568,568
568,584
568,600
584,600
600,600
616,600
632,600
648,600
664,600
680,600
696,600
712,600
728,600
744,600
664,616
664,632
664,648
664,664
648,664
632,664
616,664
600,664
584,664
568,664
552,664
536,664
520,664
504,664
488,664
472,664
488,680
488,696
456,664
440,664
424,664
408,664
392,664
376,664
360,664
344,664
328,664
328,680
312,680
296,680
280,680
264,680
72,648
88,648
104,648
120,648
120,264
136,264
152,264
168,264
184,264
184,280
184,296
184,312
184,328
184,344
184,360
184,376
184,392
184,408
200,408
216,408
232,408
280,408
88,504
104,504
120,504
136,504
152,504
168,504
168,520
184,520
184,536
184,584
360,472
360,488
360,504
360,520
376,520
360,536
360,552
360,568
360,584
376,584
392,584
408,584
424,584
440,584
456,584
456,568
456,552
456,536
456,520
456,504
440,520
312,136
312,152
312,168
312,184
312,200
296,200
280,200
264,200
264,216
264,232
264,248
264,264
264,280
264,296
264,312
264,328
280,328
296,328
312,328
328,328
328,344
344,344
344,360
344,376
344,392
360,392
376,392
392,392
408,392
424,392
440,392
456,392
456,376
456,360
456,344
472,344
472,328
488,328
504,328
520,328
536,328
552,328
568,328
584,328
600,328
616,328
632,328
648,328
664,328
408,408
408,264
408,248
408,232
408,216
424,216
440,216
440,200
456,200
472,200
488,200
504,200
520,200
520,184
520,168
520,152
536,184
552,184
568,184
584,184
600,184
616,184
392,264
376,264
360,264
344,264
328,264
312,264
296,264
504,296
504,280
504,264
520,264
536,264
552,264
568,264
584,264
600,264
600,280
600,344
600,360
600,376
600,392
616,392
632,392
648,392
664,392
680,392
696,392
712,392
728,392
744,392
664,424
664,408
664,440
664,456
664,472
664,488
664,504
664,520
664,536
664,552
