X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
152,24
184,24
200,24
216,24
248,24
264,24
296,24
328,24
360,24
376,24
392,24
424,24
440,24
456,24
472,24
488,24
504,24
536,24
552,24
568,24
600,24
616,24
648,24
664,24
696,24
712,24
728,24
744,24
744,40
760,40
760,56
776,56
792,56
792,72
792,88
792,104
808,72
824,72
840,72
856,72
856,56
872,56
872,40
872,24
888,24
904,24
920,24
936,24
936,40
952,40
968,40
984,40
1000,40
1000,56
1000,72
1000,88
1000,104
1000,120
1000,136
1000,152
1000,168
1000,184
984,168
968,168
952,168
936,168
936,152
936,136
920,168
904,168
904,184
904,200
904,216
904,232
904,248
920,248
936,248
952,248
968,248
968,264
984,264
1000,264
1000,280
1000,296
1000,312
1000,328
1000,344
1000,360
1000,376
1000,392
1000,408
1000,424
1000,440
1000,456
1000,472
1000,488
1000,504
1000,520
1000,552
1000,568
984,568
984,584
968,568
984,600
984,616
984,632
968,632
984,648
984,680
984,696
984,712
984,728
984,744
968,744
952,744
936,744
920,744
920,728
920,712
920,696
920,680
920,632
792,120
792,136
792,152
792,168
808,168
824,168
856,168
872,168
952,568
936,568
920,568
904,568
888,568
888,552
888,536
888,520
888,504
888,488
888,472
888,456
888,440
888,424
888,408
888,392
888,376
888,360
888,344
904,344
904,328
904,312
904,296
904,280
920,344
936,344
952,344
968,344
904,408
936,408
952,408
984,408
904,488
920,488
952,488
968,488
904,632
888,632
872,632
856,632
840,632
824,632
824,616
824,600
824,584
824,568
824,552
872,568
856,568
824,536
824,520
824,504
824,488
840,504
856,504
824,472
824,456
824,440
824,424
824,408
840,424
856,424
824,392
824,376
824,360
824,344
824,200
824,216
824,232
808,232
792,232
792,248
792,264
776,264
760,264
808,344
792,344
792,328
792,312
824,648
824,664
824,680
808,680
808,696
808,712
792,712
792,728
792,744
776,744
760,744
744,744
584,744
600,744
616,744
632,744
648,744
664,744
680,744
712,744
584,728
584,712
584,696
568,696
568,680
552,680
536,680
520,680
504,680
488,680
488,696
472,696
472,712
472,728
472,744
456,744
440,744
424,744
408,744
392,744
376,744
360,744
344,744
328,744
312,744
328,728
328,712
328,696
328,680
312,680
296,744
280,744
264,744
248,744
232,744
216,744
168,744
200,744
152,744
136,744
120,744
104,744
104,728
104,712
104,696
104,680
40,664
104,648
104,664
88,664
72,664
56,664
24,664
24,680
24,696
24,712
24,728
24,744
40,744
24,648
24,632
24,616
24,600
24,584
24,568
24,552
104,632
104,616
104,600
104,584
104,568
104,552
104,536
104,520
88,456
24,536
24,520
24,504
72,456
24,456
104,456
104,472
104,488
88,600
72,600
40,600
88,536
72,536
40,536
56,440
56,424
56,408
56,392
56,376
56,360
56,344
40,344
24,344
24,296
24,312
24,280
24,264
24,248
24,232
24,216
24,200
24,184
24,168
24,152
24,136
40,136
40,120
40,104
40,88
56,88
72,88
88,88
104,88
120,88
136,88
152,88
168,88
184,88
184,104
184,120
200,120
200,136
40,200
104,184
104,200
56,200
88,200
120,200
136,200
152,200
168,200
184,200
200,200
200,184
200,168
216,152
232,152
248,152
264,152
280,152
296,152
312,152
328,152
344,152
360,152
376,152
360,136
360,120
360,104
360,88
376,88
392,88
408,88
424,88
424,104
440,104
280,136
280,120
280,104
280,88
296,88
312,88
328,88
456,104
472,104
488,104
504,104
504,88
520,104
536,104
552,104
568,104
568,88
568,72
568,56
584,104
600,104
616,104
632,104
648,104
648,88
648,72
648,56
664,104
680,104
680,120
696,120
712,120
728,120
744,120
760,120
424,152
520,120
520,136
520,152
520,168
536,168
536,184
552,184
568,184
584,184
600,184
616,184
632,184
648,184
664,184
680,184
680,168
680,152
680,200
680,216
680,232
696,232
696,248
696,264
712,264
248,344
248,360
248,376
248,392
248,408
248,424
248,440
264,440
264,456
264,472
264,488
264,504
280,504
296,504
312,504
328,504
344,504
360,504
360,520
376,520
424,520
440,520
456,520
472,520
488,520
520,520
264,344
264,328
280,328
296,328
312,328
328,328
344,328
360,328
376,328
392,328
408,328
424,328
440,328
456,328
472,328
488,328
504,328
504,344
520,344
520,360
520,376
520,392
520,408
520,440
536,440
520,456
520,472
520,488
408,360
408,344
408,376
408,392
408,408
408,424
408,440
424,440
424,456
424,472
424,488
392,408
376,408
360,408
344,408
440,440
456,440
472,440
488,440
248,504
232,504
216,504
200,504
200,520
200,536
184,536
168,536
152,536
136,536
296,680
280,680
264,680
248,680
232,680
232,664
216,664
200,664
184,664
168,664
152,664
136,664
200,648
200,632
200,616
200,600
200,584
200,568
488,648
488,632
488,616
488,600
488,584
488,568
392,536
392,552
392,568
392,600
408,600
424,600
440,600
536,520
552,520
552,536
552,552
552,568
568,568
584,568
600,568
616,568
616,584
632,584
632,600
632,616
648,616
664,616
680,616
696,616
712,616
728,616
744,616
760,616
776,616
792,616
152,232
152,248
152,264
152,280
152,296
152,312
152,328
152,344
152,360
152,376
168,376
184,376
200,376
216,376
296,168
296,184
296,200
296,216
296,232
296,248
296,264
296,280
296,296
168,264
184,264
200,264
232,264
248,264
392,312
392,296
392,280
392,248
408,248
424,248
440,248
456,248
472,248
424,232
424,216
488,248
504,248
520,248
536,248
552,248
568,248
584,248
600,248
600,232
600,216
536,360
552,360
568,360
584,360
600,360
616,360
632,360
648,360
664,360
680,360
696,360
712,360
712,376
712,392
712,408
712,424
712,440
712,456
712,472
712,488
728,488
728,504
744,504
760,504
776,504
792,504
648,376
648,392
648,408
648,424
648,440
664,440
680,440
136,376
120,376
104,376
728,520
728,536
728,584
216,600
248,600
264,600
280,600
296,600
312,600
328,600
344,600
360,600
