X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
136,24
152,24
168,24
184,24
200,24
216,24
232,24
248,24
264,24
280,24
296,24
312,24
328,24
344,24
360,24
376,24
392,24
408,24
424,24
440,24
456,24
456,40
456,56
472,56
488,56
504,56
520,56
520,40
520,24
536,24
552,24
568,24
584,24
584,40
584,56
600,56
616,56
632,56
648,56
648,40
648,24
664,24
680,24
696,24
712,24
712,40
712,56
728,56
744,56
760,56
776,56
792,56
808,56
824,56
824,40
840,40
840,24
856,24
872,24
888,24
904,24
920,24
936,24
952,24
968,24
984,24
1000,24
1000,40
1000,56
1000,72
1000,88
1000,104
1000,120
984,120
968,120
952,120
936,120
920,120
920,104
920,88
1000,136
1000,152
1000,168
1000,184
1000,200
984,200
968,200
952,200
936,200
920,200
904,200
888,200
872,200
856,200
856,184
856,168
856,152
840,152
824,152
824,136
824,120
824,104
712,88
712,104
712,120
712,136
712,152
712,168
728,168
712,184
712,200
712,216
712,232
728,232
744,232
744,248
744,264
760,264
776,264
792,264
808,264
824,264
840,264
856,264
872,264
856,248
888,264
904,264
920,264
936,264
952,264
968,264
984,264
1000,264
1000,248
696,168
680,168
664,168
648,168
632,168
632,152
632,136
616,136
600,136
600,120
584,120
584,104
520,72
520,88
520,104
520,120
536,120
552,120
504,120
488,120
472,120
456,120
440,120
424,120
408,120
392,120
376,120
376,104
360,104
344,104
328,104
312,104
296,104
280,104
264,104
248,104
232,104
216,104
216,120
200,120
184,120
168,120
152,120
136,120
120,120
120,104
120,88
104,104
88,104
72,104
56,104
40,104
24,104
24,120
24,136
24,168
40,168
56,168
40,184
72,168
40,200
40,216
40,232
24,232
24,248
24,264
24,280
56,232
72,232
88,232
104,232
120,232
136,232
152,232
168,232
184,232
200,232
216,232
216,216
216,200
216,184
232,184
248,184
264,184
280,184
296,184
312,184
328,184
344,184
360,184
376,184
392,184
408,184
424,184
440,184
456,184
472,184
472,168
24,296
24,312
40,312
40,328
56,328
72,328
88,328
104,328
120,328
136,328
152,328
168,328
184,328
200,328
216,328
216,344
232,344
248,344
56,344
56,360
56,376
56,392
56,408
56,424
72,424
88,424
104,424
120,424
136,424
152,424
168,424
184,424
200,424
216,424
216,408
216,392
56,440
56,456
56,472
40,472
24,472
24,504
24,536
24,552
24,568
24,584
24,600
40,584
24,632
24,648
40,648
24,664
24,680
24,696
24,712
24,728
24,744
40,744
56,744
72,744
88,744
104,744
120,744
136,744
152,744
152,728
152,712
152,680
136,680
120,680
104,680
104,664
104,648
104,632
104,616
104,600
136,440
136,456
136,472
136,488
136,504
136,520
136,536
152,536
168,536
184,536
200,536
184,552
184,568
184,584
184,600
184,616
200,616
216,616
216,632
216,648
232,648
232,664
232,680
248,680
248,696
248,712
248,728
248,744
264,744
280,744
296,744
312,744
328,744
344,744
216,536
232,536
248,536
264,536
280,536
296,536
296,552
312,552
312,568
312,584
328,584
328,600
328,616
328,632
328,648
328,664
328,680
328,696
120,536
104,536
88,536
56,648
72,648
1000,280
1000,296
1000,312
1000,328
1000,344
1000,360
1000,376
1000,392
1000,408
1000,424
1000,440
1000,456
1000,472
1000,488
1000,504
1000,520
1000,536
984,536
968,536
952,536
936,536
920,536
936,552
936,568
936,584
936,600
952,600
968,600
984,600
968,616
968,632
968,648
968,664
984,664
984,680
984,696
984,712
984,728
984,744
968,744
952,744
936,744
920,744
904,744
888,744
872,744
872,712
872,696
872,680
872,664
856,664
840,664
824,664
808,664
808,680
808,696
808,712
808,728
808,744
792,744
776,744
760,744
744,744
728,744
712,744
696,744
696,728
696,712
696,696
696,680
696,664
696,648
680,648
664,648
664,632
664,616
664,600
664,584
664,568
680,568
696,568
712,568
728,568
744,568
728,584
760,568
776,568
792,568
808,568
824,568
840,568
856,568
856,584
856,600
872,600
888,600
904,600
648,568
632,568
616,568
600,568
600,584
600,600
600,616
600,632
616,632
600,648
600,664
600,680
600,696
600,712
600,728
600,744
360,744
376,744
392,744
408,744
424,744
424,728
424,712
440,712
456,712
472,712
488,712
504,712
520,712
536,712
536,728
536,744
552,744
568,744
344,648
360,648
376,648
392,648
408,648
424,648
440,648
456,648
472,648
488,648
504,648
520,648
536,648
552,648
568,648
344,584
360,584
376,584
392,584
408,584
424,584
440,584
456,584
472,584
488,584
504,584
520,584
536,584
552,584
568,584
472,616
472,664
712,664
728,664
472,200
472,216
472,232
472,248
472,264
472,280
456,280
456,296
456,312
456,328
456,344
456,360
440,360
424,360
408,360
392,360
376,360
376,344
376,328
376,312
376,296
376,280
376,264
376,248
376,232
360,344
344,344
328,344
312,344
296,344
280,344
472,360
488,360
504,360
520,360
536,360
552,360
536,344
536,328
536,312
536,296
536,280
536,264
536,248
536,232
552,232
568,232
584,232
600,232
616,232
632,232
648,232
664,232
680,232
616,248
616,264
616,280
616,296
632,296
632,312
648,312
648,328
664,328
664,344
664,360
664,376
664,392
648,392
648,408
632,408
616,408
600,408
552,408
456,376
456,392
456,408
456,424
552,424
552,440
536,424
456,440
488,424
472,424
504,424
440,424
424,424
408,424
392,424
376,424
360,424
344,424
328,424
312,424
296,424
280,424
280,440
280,456
280,472
280,488
328,408
280,360
680,360
696,360
712,360
728,360
744,360
760,360
776,360
792,360
792,376
792,392
808,392
824,392
840,392
840,408
840,424
856,424
872,424
888,424
888,440
888,456
904,456
920,456
936,456
952,456
968,456
984,456
856,280
856,296
856,312
856,328
872,328
888,328
904,328
920,328
920,344
920,360
936,360
952,360
968,360
456,456
456,472
456,488
472,488
472,520
472,536
552,456
552,472
568,472
568,488
584,488
600,488
600,504
600,520
664,552
664,536
664,520
664,504
664,488
664,472
680,472
696,472
712,472
728,472
744,472
760,472
776,472
792,472
792,488
792,504
792,520
376,440
376,456
376,472
376,488
376,504
376,520
376,536
296,200
296,216
296,232
296,248
280,248
280,264
280,280
280,296
