X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
136,24
152,24
168,24
184,24
200,24
216,24
232,24
248,24
264,24
280,24
296,24
312,24
328,24
344,24
360,24
376,24
392,24
408,24
424,24
440,24
456,24
440,40
440,56
440,72
440,88
456,88
472,88
488,88
488,104
472,24
488,24
504,24
520,24
536,24
536,40
552,40
536,88
568,40
584,40
600,40
616,40
616,56
632,56
632,72
632,88
632,104
648,104
664,104
680,104
696,104
712,104
728,104
744,104
760,104
776,104
776,120
792,104
792,88
792,72
792,56
792,40
792,24
808,24
824,24
840,24
856,24
872,24
888,24
904,24
920,24
936,24
952,24
952,40
968,40
984,40
1000,40
984,56
984,72
984,88
984,104
984,120
968,120
968,136
952,120
936,120
920,120
904,120
888,120
888,104
888,88
968,152
968,168
968,184
968,200
952,200
936,200
936,216
920,216
920,232
920,248
920,264
904,264
904,280
904,296
888,296
872,296
856,296
840,296
824,296
808,296
792,296
792,280
792,264
792,248
776,248
776,232
776,216
776,200
776,184
776,168
776,152
904,312
904,328
904,344
904,360
920,360
936,360
952,360
968,360
984,360
1000,360
1000,376
1000,392
1000,408
1000,424
1000,440
1000,456
1000,472
1000,488
1000,504
1000,520
1000,536
1000,552
1000,568
1000,584
1000,600
1000,616
1000,632
1000,648
1000,664
1000,680
984,680
984,696
968,696
968,712
968,728
952,728
952,744
936,744
920,744
904,744
888,744
888,728
888,712
888,696
888,680
888,664
888,648
872,648
856,648
840,648
824,648
808,648
792,648
776,648
760,648
760,664
760,680
760,696
760,712
776,712
792,712
808,712
824,712
840,712
744,712
744,728
744,744
728,744
712,744
696,744
680,744
664,744
664,728
664,712
648,744
632,744
616,744
600,744
584,744
568,744
568,728
568,712
552,712
536,712
520,712
504,712
488,712
472,712
472,696
472,680
456,680
440,680
424,680
408,680
392,680
376,680
360,680
344,680
328,680
328,696
328,712
328,728
328,744
312,744
296,744
280,744
264,744
248,744
232,744
216,744
200,744
184,744
168,744
152,744
136,744
136,728
136,712
136,696
120,696
104,696
88,696
72,696
56,696
40,696
24,696
24,712
24,728
24,744
24,680
24,664
24,648
24,632
24,616
24,600
24,584
40,584
56,584
72,584
88,584
104,584
120,584
136,584
120,600
120,616
120,632
120,648
120,664
120,568
120,552
120,536
120,520
104,520
88,520
72,520
56,520
40,520
24,520
24,536
24,504
24,488
24,472
24,456
120,504
120,488
120,472
120,456
136,456
152,456
168,456
184,456
184,440
184,424
184,408
184,392
168,392
152,392
136,392
136,376
136,360
136,344
136,328
120,328
120,312
104,312
104,296
104,280
104,264
104,248
104,232
104,216
104,200
104,184
104,168
104,152
104,136
104,120
88,120
72,120
56,120
40,120
24,120
24,136
24,152
24,168
24,184
24,200
40,200
56,200
72,200
88,200
120,120
136,120
152,120
168,120
184,120
200,120
216,120
232,120
232,104
248,104
264,104
280,104
296,104
312,104
312,88
328,88
344,88
360,88
376,88
392,88
392,104
392,120
392,136
392,152
392,168
392,184
376,184
360,184
344,184
344,200
328,200
312,200
296,200
280,200
264,200
248,200
232,200
216,200
200,200
184,200
168,200
152,200
136,200
152,584
168,584
184,584
184,568
184,552
200,552
216,552
216,536
216,520
232,520
248,520
312,680
296,680
280,680
264,680
264,664
264,648
264,632
264,616
264,600
280,600
296,600
312,600
312,584
312,568
312,552
312,536
312,520
312,504
312,488
312,472
312,456
312,440
312,424
312,408
312,392
296,392
280,392
264,392
248,392
232,392
216,392
552,680
552,664
552,648
552,632
552,616
552,600
552,584
568,584
584,584
584,568
600,568
600,552
616,552
616,536
616,520
616,504
616,488
616,472
632,472
648,472
664,472
680,472
696,472
712,472
728,472
744,472
760,472
776,472
792,472
792,456
792,440
792,424
792,408
792,392
792,376
792,360
792,344
792,328
808,360
824,360
840,360
856,360
872,360
872,376
872,392
872,408
872,424
872,440
872,456
872,472
856,472
840,472
840,488
840,504
840,520
840,536
840,552
856,552
872,552
888,552
888,568
888,584
888,600
888,616
824,536
808,536
792,536
776,536
760,536
744,536
728,536
712,536
696,536
680,536
664,536
712,520
712,504
712,488
712,456
712,440
712,424
712,408
712,392
712,376
712,360
696,360
680,360
664,360
648,360
632,360
616,360
616,376
616,392
616,408
616,424
616,344
616,328
616,312
616,296
616,280
616,264
616,248
632,248
648,248
664,248
680,248
696,248
712,248
728,248
616,232
616,216
616,200
616,184
600,184
584,184
568,184
552,184
552,168
536,168
520,168
504,168
488,168
488,152
488,184
488,200
488,216
488,232
488,248
488,264
472,264
456,264
440,264
424,264
408,264
392,264
376,264
360,264
344,264
328,264
312,264
312,280
312,296
312,312
312,328
312,344
296,296
280,296
264,296
248,296
232,296
232,312
232,328
232,344
232,360
328,344
344,344
360,344
376,344
392,344
392,360
392,376
392,392
392,408
392,424
392,440
392,456
392,472
408,472
424,472
440,472
456,472
472,472
472,488
472,504
472,520
472,536
472,552
472,568
472,584
472,600
456,600
440,600
424,600
408,600
392,600
376,600
360,600
392,584
392,568
392,552
392,536
408,536
408,520
408,504
344,440
424,376
440,376
456,376
456,360
456,344
472,344
488,344
504,344
520,344
520,360
520,376
536,376
552,376
568,376
600,472
568,472
552,472
552,488
536,488
520,488
504,488
24,232
24,248
24,264
984,440
968,440
952,440
936,440
936,456
936,472
920,472
40,264
776,40
