X,Y
24,24
40,24
56,24
72,24
88,24
104,24
120,24
136,24
152,24
168,24
184,24
200,24
216,24
232,24
248,24
264,24
280,24
296,24
312,24
328,24
344,24
360,24
376,24
392,24
408,24
424,24
440,24
456,24
472,24
488,24
504,24
520,24
536,24
552,24
568,24
584,24
600,24
616,24
632,24
648,24
664,24
680,24
696,24
712,24
728,24
744,24
760,24
760,40
760,56
776,56
792,56
808,56
824,56
840,56
856,56
856,104
856,120
856,136
856,152
856,168
856,184
872,56
888,56
904,56
920,56
920,40
936,40
952,40
968,40
984,40
984,56
1000,56
872,120
888,120
904,120
920,120
936,120
952,120
952,136
968,136
984,136
1000,136
1000,168
1000,184
1000,200
1000,216
1000,248
1000,264
984,264
984,280
968,280
968,296
968,312
968,328
968,344
856,200
856,216
872,216
872,232
872,248
888,248
888,264
904,264
904,280
904,296
904,312
904,328
904,344
920,344
904,360
904,376
904,392
904,424
904,440
904,456
920,456
936,456
952,456
968,456
984,456
1000,456
1000,472
1000,488
1000,504
1000,520
1000,536
984,536
968,536
952,536
936,536
920,536
904,536
904,552
904,568
904,584
904,600
904,616
920,616
936,616
952,616
968,616
984,616
984,632
1000,632
1000,664
1000,648
1000,680
1000,696
1000,712
984,712
968,712
952,712
936,712
920,712
904,712
904,696
1000,728
1000,744
904,728
904,744
888,712
872,712
856,712
840,712
824,712
808,712
824,728
824,744
792,712
776,712
760,712
744,712
744,728
744,744
824,696
824,680
824,664
824,648
824,632
824,616
840,616
856,616
808,616
792,616
776,616
760,616
744,616
744,632
744,648
744,664
744,680
904,680
728,712
712,712
696,712
680,712
664,712
664,696
648,696
632,696
616,696
616,680
616,664
616,648
616,632
600,632
584,632
568,632
552,632
536,632
520,632
504,632
488,632
488,648
488,664
472,664
456,664
440,664
440,680
424,680
424,696
424,712
408,712
408,728
408,744
376,744
360,744
344,744
328,744
312,744
296,744
280,744
264,744
248,744
248,712
248,696
232,696
216,696
200,696
184,696
184,680
184,664
184,648
184,632
184,616
184,600
184,584
184,568
184,552
168,552
168,536
152,536
136,536
120,536
104,536
104,552
104,568
104,584
104,600
104,616
104,632
104,648
104,664
88,664
88,680
88,696
88,712
88,728
72,728
56,728
40,728
24,728
24,712
24,696
24,680
24,664
24,648
24,632
24,616
24,600
24,584
24,568
24,552
40,552
40,536
40,520
40,504
40,488
40,472
40,456
56,456
72,456
88,456
104,456
104,472
104,488
120,456
136,456
152,456
168,456
168,440
168,424
168,408
168,392
152,392
136,392
120,392
104,392
88,392
72,392
56,392
40,392
24,392
24,376
24,360
24,344
104,376
104,360
104,344
168,376
168,360
168,344
104,328
104,312
104,296
88,296
88,280
88,264
72,264
56,264
40,264
24,264
24,248
24,232
24,216
24,184
24,168
24,152
24,136
24,120
24,104
40,104
56,104
72,104
88,104
104,104
88,120
88,136
88,152
88,168
88,184
104,184
120,184
136,184
136,200
152,200
168,200
168,216
168,232
168,248
168,264
168,280
168,296
120,104
136,104
152,104
168,104
184,104
184,120
200,120
216,120
232,120
248,120
264,120
184,344
200,344
216,344
232,344
248,344
264,344
264,328
264,312
264,296
264,280
248,280
248,264
248,248
248,232
248,216
264,216
264,200
264,184
264,168
280,120
296,120
312,120
312,104
328,104
344,104
360,104
376,104
392,104
392,120
392,136
392,152
408,152
408,168
408,184
408,200
408,216
408,232
392,232
392,248
392,264
392,280
392,296
392,312
392,328
376,328
392,344
360,328
344,328
392,360
392,376
392,392
392,408
376,408
360,408
344,408
328,408
312,408
296,408
280,408
264,408
248,408
264,424
264,440
232,408
216,408
264,456
264,472
264,488
280,488
296,488
312,488
328,488
344,488
360,488
376,488
392,488
408,488
424,488
280,504
280,520
280,536
280,568
280,552
280,584
296,584
312,584
328,584
344,584
360,584
376,584
392,584
392,568
392,552
392,536
408,552
424,552
440,552
456,552
472,552
488,552
504,552
520,552
520,568
520,584
440,488
456,488
472,488
472,472
472,456
472,424
472,440
472,408
472,392
472,376
472,360
488,360
504,360
520,360
536,360
552,360
552,376
568,376
584,376
600,376
616,376
632,376
648,376
664,376
680,376
696,376
712,376
712,392
728,392
728,408
728,424
728,440
728,456
728,472
728,488
712,488
696,488
680,488
680,504
680,520
664,520
648,520
632,520
616,520
600,520
584,520
584,504
584,488
568,488
552,488
536,488
520,488
504,488
744,488
760,488
760,504
776,504
776,520
792,520
792,536
808,536
824,536
840,536
856,536
872,536
424,216
440,216
456,216
472,216
488,216
504,216
520,216
536,216
552,216
552,232
568,232
584,232
600,232
616,232
616,248
616,264
616,280
616,296
616,312
616,328
536,200
536,184
536,168
536,152
536,136
536,120
536,104
552,104
568,104
568,88
568,72
664,40
664,56
664,72
664,88
664,104
664,120
680,120
680,136
680,152
680,168
680,184
680,200
680,216
680,232
664,232
648,232
776,72
776,88
776,104
776,120
776,136
776,152
776,168
776,184
776,200
776,216
792,216
792,232
792,248
792,264
792,280
792,296
792,312
792,328
808,328
808,344
808,360
808,376
808,392
808,408
824,408
840,408
856,408
696,216
712,216
728,216
744,216
