X,Y
24.0,24.0
40.0,24.0
56.0,24.0
72.0,24.0
88.0,24.0
104.0,24.0
120.0,24.0
136.0,24.0
152.0,24.0
168.0,24.0
184.0,24.0
200.0,24.0
216.0,24.0
232.0,24.0
248.0,24.0
264.0,24.0
280.0,24.0
296.0,24.0
312.0,24.0
328.0,24.0
344.0,24.0
360.0,24.0
376.0,24.0
392.0,24.0
440.0,24.0
456.0,24.0
472.0,24.0
488.0,24.0
472.0,40.0
472.0,56.0
472.0,72.0
472.0,88.0
488.0,88.0
504.0,88.0
520.0,88.0
536.0,88.0
552.0,88.0
568.0,88.0
504.0,24.0
520.0,24.0
536.0,24.0
552.0,24.0
568.0,24.0
552.0,40.0
584.0,24.0
600.0,24.0
616.0,24.0
632.0,24.0
632.0,40.0
632.0,56.0
648.0,56.0
664.0,56.0
680.0,56.0
696.0,56.0
712.0,56.0
728.0,56.0
568.0,104.0
584.0,104.0
632.0,104.0
728.0,40.0
728.0,24.0
744.0,24.0
760.0,24.0
776.0,24.0
792.0,24.0
808.0,24.0
824.0,24.0
840.0,24.0
856.0,24.0
872.0,24.0
888.0,24.0
904.0,24.0
920.0,24.0
936.0,24.0
952.0,24.0
968.0,24.0
984.0,24.0
1000.0,24.0
888.0,40.0
888.0,56.0
888.0,72.0
888.0,88.0
904.0,88.0
920.0,88.0
936.0,88.0
952.0,88.0
968.0,88.0
984.0,88.0
1000.0,88.0
872.0,88.0
824.0,88.0
824.0,104.0
808.0,104.0
696.0,72.0
696.0,88.0
696.0,104.0
696.0,120.0
696.0,136.0
696.0,152.0
712.0,152.0
728.0,152.0
744.0,152.0
760.0,152.0
808.0,152.0
984.0,72.0
984.0,104.0
984.0,120.0
984.0,136.0
984.0,152.0
1000.0,152.0
968.0,152.0
968.0,168.0
952.0,168.0
936.0,168.0
920.0,168.0
904.0,168.0
888.0,168.0
888.0,152.0
888.0,136.0
888.0,120.0
936.0,184.0
936.0,200.0
936.0,216.0
936.0,232.0
920.0,232.0
904.0,232.0
888.0,232.0
936.0,248.0
936.0,264.0
936.0,280.0
936.0,296.0
952.0,296.0
968.0,296.0
984.0,296.0
1000.0,296.0
1000.0,280.0
1000.0,264.0
1000.0,248.0
1000.0,232.0
984.0,232.0
968.0,232.0
920.0,296.0
904.0,296.0
888.0,296.0
872.0,296.0
856.0,296.0
840.0,296.0
824.0,296.0
808.0,296.0
808.0,264.0
808.0,248.0
808.0,232.0
792.0,232.0
808.0,216.0
808.0,200.0
776.0,232.0
760.0,232.0
744.0,232.0
728.0,232.0
712.0,232.0
696.0,232.0
696.0,216.0
696.0,200.0
632.0,120.0
632.0,136.0
632.0,152.0
648.0,152.0
664.0,152.0
632.0,168.0
616.0,168.0
616.0,184.0
616.0,200.0
616.0,216.0
616.0,232.0
600.0,232.0
584.0,232.0
568.0,232.0
552.0,232.0
536.0,232.0
520.0,232.0
504.0,232.0
488.0,232.0
472.0,232.0
472.0,216.0
472.0,200.0
472.0,184.0
472.0,168.0
472.0,152.0
472.0,136.0
456.0,104.0
440.0,104.0
392.0,104.0
376.0,104.0
